key	address	annote	author	booktitle	crossref	chapter	doi	edition	editor	eprint	howpublished	institution	journal	month	note	number	organization	pages	publisher	school	series	title	type	url	volume	year
currie2015genome	 	 	Currie, Devin H.  and Raman, Babu  and Gowen, Christopher M.  and Tschaplinski, Timothy J.  and Land, Miriam L.  and Brown, Steven D.  and Covalla, Sean F.  and Klingeman, Dawn M.  and Yang, Zamin K.  and Engle, Nancy L.	 	 	 	10.1186/s12918-015-0159-x	 	 	 	 	 	BMC Systems Biology	 	 	1	 	1	BioMed Central	 	 	Genome-scale resources for Thermoanaerobacterium saccharolyticum	 		9	2015
tripathi2015the	England	 	Tripathi, Sushil  and Flobak, $\AA$smund  and Chawla, Konika  and Baudot, Ana\"is  and Bruland, Torunn  and Thommesen, Liv  and Kuiper, Martin  and L\aegreid, Astrid	 	 	 	10.1186/s12918-015-0181-z	 	 	 	 	 	BMC Systems Biology	July	 	1	 	40	 	 	 	The gastrin and cholecystokinin receptors mediated signaling network: a scaffold for data analysis and new hypotheses on regulatory mechanisms	 		9	2015
marmiesse2015flexflux	England	 	Marmiesse, Lucas  and Peyraud, R\'{e}mi  and Cottret, Ludovic	 	 	 	10.1186/s12918-015-0238-z	 	 	 	 	 	BMC Systems Biology	December	 	1	 	93	 	 	 	FlexFlux: combining metabolic flux and regulatory network analyses	 		9	2015
palmisano2015jigcell	England	 	Palmisano, Alida  and Hoops, Stefan  and Watson, Layne T.  and Jones, Thomas {C}.  and Tyson, John J.  and Shaffer, Clifford A.	 	 	 	10.1186/s12918-015-0237-0	 	 	 	 	 	BMC Systems Biology	December	 	1	 	95	 	 	 	JigCell Run Manager (JC-RM): a tool for managing large sets of biochemical model parametrizations	 		9	2015
villaverde2015biopredyn	 	 	Villaverde, Alejandro F.  and Henriques, David  and Smallbone, Kieran  and Bongard, Sophia  and Schmid, Joachim  and Cicin-Sain, Damjan  and Crombach, Anton  and Saez-Rodriguez, Julio  and Mauch, Klaus  and Balsa-Canto, Eva  and Mendes, Pedro  and Jaeger, Johannes  and Banga, Julio R.	 	 	 	10.1186/s12918-015-0144-4	 	 	 	 	 	BMC Systems Biology	February	 	8	 	 	 	 	 	BioPreDyn-bench: a suite of benchmark problems for dynamic modelling in systems biology	 	http://bmcsystbiol.biomedcentral.com/articles/10.1186/s12918-015-0144-4	9	2015
mussel2015boolnet	 	 	M\"{u}ssel, Christoph  and Hopfensitz, Martin  and Kestler, Hans A.	 	 	 	 	 	 	 	 	 	 	February	 	 	 	 	 	 	 	BoolNet Package Vignette	 	https://cran.r-project.org/web/packages/BoolNet/index.html	 	2015
ravikrishnan2015critical	England	 	Ravikrishnan, Aarthi  and Raman, Karthik	 	 	 	10.1093/bib/bbv003	 	 	 	 	 	Briefings in Bioinformatics	November	 	6	 	1057-68	 	 	 	Critical assessment of genome-scale metabolic networks: the need for a unified standard	 		16	2015
samal2015a	United States	 	Samal, Satya Swarup  and Grigoriev, Dima  and Fr\"{o}hlich, Holger  and Weber, Andreas  and Radulescu, Ovidiu	 	 	 	10.1007/s11538-015-0118-0	 	 	 	 	 	Bulletin of Mathematical Biology	December	 	12	 	2180-211	 	 	 	A Geometric Method for Model Reduction of Biochemical Networks with Polynomial Rate Functions	 		77	2015
chakraborty2015exploring	United States	 	Chakraborty, Chiranjib  and Bandyopadhyay, Sanghamitra  and Doss, {C}. George Priya  and Agoramoorthy, Govindasamy	 	 	 	10.1007/s12013-014-0372-z	 	 	 	 	 	Cell Biochemistry and Biophysics	April	 	3	 	1491-502	 	 	 	Exploring the Genomic Roadmap and Molecular Phylogenetics Associated with MODY Cascades Using Computational Biology	 		71	2015
currin2015synthetic	 	 	Currin, Andrew  and Swainston, Neil  and Day, Philip J.  and Kell, Douglas B.	 	 	 	 	 	 	 	 	 	Chemical Society Reviews	 	 	5	 	1172-1239	Royal Society of Chemistry	 	 	Synthetic biology for the directed evolution of protein biocatalysts: navigating sequence space intelligently	 		44	2015
waltemath_2015	University of Rostock, Germany	 	Waltemath, Dagmar  and Schreiber, Falk	 	 	 	 	 	 	 	Available on the World Wide Web at \url{https://sites.google.com/site/vwwholecellsummerschool/}	 	 	March	 	 	 	 	 	 	 	Combining standards for today's models: whole-cell modeling summer school	 	https://sites.google.com/site/vwwholecellsummerschool/	 	2015
gunther2015development	Belgium	 	G\"{u}nther, T.  and B\"{u}ttner, {C}.  and K\"{a}sbohrer, A.  and Filter, M.	 	 	 	 	 	 	 	 	 	Communications in Agricultural and Applied Biological Sciences	 	 	3	 	579-82	 	 	 	Development of an Annotation Scheme for Standardized Description of Mathematical Models in the Field of Plant Protection	 		80	2015
choi2015a	United States	 	Choi, Donghee  and Kim, Dohoon  and Park, Seog	 	 	 	10.1155/2015/265132	 	 	 	 	 	Computational and Mathematical Methods in Medicine	 	 	 	 	265132	 	 	 	A Framework for Context Sensitive Risk-Based Access Control in Medical Information Systems	 		2015	2015
mc2015computationally	Sweden	 	Mc Auley, Mark T.  and Mooney, Kathleen M.	 	 	 	10.1016/j.csbj.2014.11.006	 	 	 	 	 	Computational and Structural Biotechnology Journal	 	 	 	 	38-46	 	 	 	Computationally Modeling Lipid Metabolism and Aging: A Mini-review	 		13	2015
pilalis2015kenev	Sweden	 	Pilalis, Eleftherios  and Koutsandreas, Theodoros  and Valavanis, Ioannis  and Athanasiadis, Emmanouil  and Spyrou, George  and Chatziioannou, Aristotelis	 	 	 	10.1016/j.csbj.2015.03.009	 	 	 	 	 	Computational and Structural Biotechnology Journal	 	 	 	 	248-55	 	 	 	KENeV: A web-application for the automated reconstruction and visualization of the enriched metabolic and signaling super-pathways deriving from genomic experiments	 		13	2015
mao2015constraint	 	 	Mao, Longfei  and Nicolae, Averina  and Oliveira, Miguel AP  and He, Feng  and Hachi, Siham  and Fleming, Ronan MT	 	 	 	10.1016/j.csbj.2015.08.002	 	 	 	 	 	Computational and Structural Biotechnology Journal	 	 	 	 	484	Research Network of Computational and Structural Biotechnology	 	 	A constraint-based modelling approach to metabolic dysfunction in Parkinson's disease	 		13	2015
husakova2015combating	 	 	Hus\'{a}kov\'{a}, Martina	Computational Collective Intelligence: 7th International Conference (ICCCI 2015), Part {I}{I}	 	 	 	 	 	 	 	 	 	 	 	 	 	398-407	Springer	 	LNCS	Combating Infectious Diseases with Computational Immunology	 		 	2015
wang2015modelling	United States	 	Wang, Hong-yan Y. and Huang, Yan-xin X. and Zheng, Li-hua H. and Bao, Yong-li L. and Sun, Lu-guo G. and Wu, Yin  and Yu, Chun-lei L. and Song, Zhen-bo B. and Sun, Ying  and Wang, Guan-nan N. and Ma, Zhi-qiang Q. and Li, Yu-xin X.	 	 	 	10.1155/2015/387409	 	 	 	 	 	Computational Intelligence and Neuroscience	 	 	 	 	387409	 	 	 	Modelling coupled oscillations in the Notch, Wnt, and FGF signaling pathways during somitogenesis: a comprehensive mathematical model	 		2015	2015
van2015simulating	 	 	Van Liedekerke, P.  and Palm, M. M.  and Jagiella, N.  and Drasdo, D.	 	 	 	10.1007/s40571-015-0082-3	 	 	 	 	 	Computational Particle Mechanics	November	 	4	 	401-444	Springer Science + Business Media	 	 	Simulating tissue mechanics with agent-based models: concepts, perspectives and some novel results	 		2	2015
zhang2015sobol	United States	 	Zhang, X-Y Y. and Trame, M. N.  and Lesko, L. J.  and Schmidt, S.	 	 	 	10.1002/psp4.6	 	 	 	 	 	CPT: Pharmacometrics \& Systems Pharmacology	February	 	2	 	69-79	 	 	 	Sobol Sensitivity Analysis: A Tool to Guide the Development and Evaluation of Systems Pharmacology Models	 		4	2015
juty2015biomodels	United States	 	Juty, Nick  and Ali, R.  and Glont, M.  and Keating, S.  and Rodriguez, N.  and Swat, M. J.  and Wimalaratne, S. M.  and Hermjakob, H.  and Le Nov\`{e}re, N.  and Laibe, {C}.  and Chelliah, V.	 	 	 	10.1002/psp4.3	 	 	 	 	 	CPT: Pharmacometrics \& Systems Pharmacology	February	 	2	 	e3	 	 	 	{B}io{M}odels: Content, Features, Functionality, and Use	 		4	2015
swat2015pharmacometrics	United States	 	Swat, M. J.  and Moodie, S.  and Wimalaratne, S. M.  and Kristensen, N. R.  and Lavielle, M.  and Mari, A.  and Magni, P.  and Smith, M. K.  and Bizzotto, R.  and Pasotti, L.  and Mezzalana, E.  and Comets, E.  and Sarr, {C}.  and Terranova, N.  and Blaudez, E.  and Chan, P.  and Chard, J.  and Chatel, K.  and Chenel, M.  and Edwards, D.  and Franklin, {C}.  and Giorgino, T.  and Glont, M.  and Girard, P.  and Grenon, P.  and Harling, K.  and Hooker, A. {C}.  and Kaye, R.  and Keizer, R.  and Kloft, {C}.  and Kok, J. N.  and Kokash, N.  and Laibe, {C}.  and Laveille, {C}.  and Lestini, G.  and Mentr\'{e}, F.  and Munafo, A.  and Nordgren, R.  and Nyberg, H. B.  and Parra-Guillen, {Z}. P.  and Plan, E.  and Ribba, B.  and Smith, G.  and Troc\'{o}niz, {I}. F.  and Yvon, F.  and Milligan, P. A.  and Harnisch, L.  and Karlsson, M.  and Hermjakob, H.  and Le Nov\`{e}re, N.	 	 	 	10.1002/psp4.57	 	 	 	 	 	CPT: Pharmacometrics \& Systems Pharmacology	June	 	6	 	316-9	 	 	 	Pharmacometrics Markup Language (PharmML): Opening New Perspectives for Model Exchange in Drug Development	 		4	2015
finley2015pharmacokinetics	 	 	Finley, S. D.  and Angelikopoulos, P.  and Koumoutsakos, P.  and Popel, Aleksander S.	 	 	 	10.1002/psp4.12040	 	 	 	 	 	CPT: Pharmacometrics \& Systems Pharmacology	November	 	11	 	641	Wiley-Blackwell	 	 	Pharmacokinetics of Anti-VEGF Agent Aflibercept in Cancer Predicted by Data-Driven, Molecular-Detailed Model	 		4	2015
heavner2015transparency	England	 	Heavner, Benjamin D.  and Price, Nathan D.	 	 	 	10.1016/j.copbio.2014.12.010	 	 	 	 	 	Current Opinion in Biotechnology	August	 	 	 	105-9	 	 	 	Transparency in metabolic network reconstruction enables scalable biological discovery	 		34	2015
mckay2015installing	 	 	McKay, Sheldon J.  and Weiser, Joel	 	 	 	10.1002/0471250953.bi0910s50	 	 	 	 	 	Current Protocols in Bioinformatics	 	 	 	 	9.10.1	{NIH} Public Access	 	 	Installing a Local Copy of the Reactome Web Site and Knowledgebase	 		50	2015
raju2015differential	England	 	Raju, Rajesh  and Gadakh, Sachin  and Gopal, Priyanka  and George, Bijesh  and Advani, Jayshree  and Soman, Sowmya  and Prasad, T. S. K.  and Girijadevi, Reshmi	 	 	 	10.1093/database/bav106	 	 	 	 	 	Database	 	 	 	 	 	 	 	 	Differential ligand-signaling network of CCL19/CCL21-CCR7 system	 		2015	2015
henkel2015combining	England	 	Henkel, Ron  and Wolkenhauer, Olaf  and Waltemath, Dagmar	 	 	 	10.1093/database/bau130	 	 	 	 	 	Database	 	 	 	 	 	 	 	 	Combining computational models, semantic annotations and simulation experiments in a graph database	 		2015	2015
chowdhury2015comparison	England	 	Chowdhury, Saikat  and Sarkar, Ram Rup	 	 	 	10.1093/database/bau126	 	 	 	 	 	Database	 	 	 	 	 	 	 	 	Comparison of human cell signaling pathway databases--evolution, drawbacks and challenges	 		2015	2015
boue2015causal	England	 	Bou\'{e}, St\'{e}phanie  and Talikka, Marja  and Westra, Jurjen Willem  and Hayes, William  and Di Fabio, Anselmo  and Park, Jennifer  and Schlage, Walter K.  and Sewer, Alain  and Fields, Brett  and Ansari, Sam  and Martin, Florian  and Veljkovic, Emilija  and Kenney, Renee  and Peitsch, Manuel {C}.  and Hoeng, Julia	 	 	 	10.1093/database/bav030	 	 	 	 	 	Database	 	 	 	 	bav030	 	 	 	Causal biological network database: a comprehensive platform of causal biological network models focused on the pulmonary and vascular systems	 		2015	2015
pornputtapong2015human	England	 	Pornputtapong, Natapol  and Nookaew, Intawat  and Nielsen, Jens	 	 	 	10.1093/database/bav068	 	 	 	 	 	Database	 	 	 	 	bav068	 	 	 	Human metabolic atlas: an online resource for human metabolism	 		2015	2015
liepe2015quantitative	England	 	Liepe, Juliane  and Holzh\"{u}tter, Hermann-Georg G. and Bellavista, Elena  and Kloetzel, Peter M.  and Stumpf, Michael P. H.  and Mishto, Michele	 	 	 	10.7554/eLife.07545	 	 	 	 	 	Elife	September	 	 	 	e07545	 	 	 	Quantitative time-resolved analysis reveals intricate, differential regulation of standard- and immuno-proteasomes	 		4	2015
britten2015fieldml	New York	 	Britten, Randall D.  and Hunter, Peter  and Nielsen, Poul M.F.  and Miller, Andrew K.  and Bradley, Chris  and Christie, G. Richard	Encyclopedia of Computational Neuroscience	 	 	 	 	Jaeger, Dieter  and Ranu, Jung	 	 	 	 	 	 	 	 	 	Springer Science+Business Media	 	 	{F}ield{M}{L}	 		 	2015
crook2015model	New York	 	Crook, Sharon	Encyclopedia of Computational Neuroscience	 	 	 	 	Jaeger, Dieter  and Ranu, Jung	 	 	 	 	 	 	 	 	61-62	Springer Science+Business Media	 	 	Model Reproducibility: Overview	 		 	2015
gleeson2015software	New York	 	Gleeson, Padraig	Encyclopedia of Computational Neuroscience	 	 	 	 	Jaeger, Dieter  and Ranu, Jung	 	 	 	 	 	 	 	 	84-88	Springer Science+Business Media	 	 	Software Tools for Modeling in Computational Neuroscience: Overview	 		 	2015
bartol2015mcell	New York	 	Bartol, Thomas M.  and Dittrich, Markus  and Faeder, James R.	Encyclopedia of Computational Neuroscience	 	 	 	 	Jaeger, Dieter  and Ranu, Jung	 	 	 	 	 	 	 	 	1673-1676	Springer Science+Business Media	 	 	MCell	 		 	2015
dudani2015moose	New York	 	Dudani, Niraj  and Bhalla, Upinder S.  and Ray, Subhasis	Encyclopedia of Computational Neuroscience	 	 	 	 	Jaeger, Dieter  and Ranu, Jung	 	 	 	 	 	 	 	 	1751-1754	Springer Science+Business Media	 	 	MOOSE	 		 	2015
gleeson2015neuroconstruct	New York	 	Gleeson, Padraig	Encyclopedia of Computational Neuroscience	 	 	 	 	Jaeger, Dieter  and Ranu, Jung	 	 	 	 	 	 	 	 	1913-1914	Springer Science+Business Media	 	 	neuroConstruct	 		 	2015
crook2015neuroconstruct	New York	 	Crook, Sharon  and Gleeson, Padraig  and Cannon, Robert  and Vella, Michael  and Silver, Angus	Encyclopedia of Computational Neuroscience	 	 	 	 	Jaeger, Dieter  and Ranu, Jung	 	 	 	 	 	 	 	 	1954-1956	Springer Science+Business Media	 	 	neuroConstruct	 		 	2015
yu2015physiome	New York	 	Yu, Tommy  and Britten, Randall D.  and Nickerson, David P.  and Hunter, Peter  and Nielsen, Poul M.F.	Encyclopedia of Computational Neuroscience	 	 	 	 	Jaeger, Dieter  and Ranu, Jung	 	 	 	 	 	 	 	 	2405-2406	Springer Science+Business Media	 	 	Physiome Repository	 		 	2015
waltemath2015simulation	New York	 	Waltemath, Dagmar  and Le Nov\`{e}re, Nicolas	Encyclopedia of Computational Neuroscience	 	 	 	 	Jaeger, Dieter  and Ranu, Jung	 	 	 	 	 	 	 	 	2708-2710	Springer Science+Business Media	 	 	Simulation Experiment Description Markup Language ({SED-ML})	 		 	2015
Hucka:EncyclopediaOfComputationalNeuroscience:2015	New York	 	Hucka, Michael	Encyclopedia of Computational Neuroscience	 	 	 	 	Jaeger, Dieter  and Ranu, Jung	 	 	 	 	 	 	 	 	2943-2944	Springer Science+Business Media	 	 	{S}ystems {B}iology {M}arkup {L}anguage ({{SBML}})	 		 	2015
Pabinger:EncyclopediaOfMetagenomics:2015	New York	 	Pabinger, Stephan  and Trajanoski, Zlatko	Encyclopedia of Metagenomics	 	 	 	 	Nelson, Karen E.	 	 	 	 	 	 	 	 	 	Springer Science+Business Media	 	 	MEMOSys: Platform for Genome-Scale Metabolic Models	 		 	2015
wong2015a	England	 	Wong, Martin Kin Lok  and Krycer, James Robert  and Burchfield, James Geoffrey  and James, David Ernest  and Kuncic, Zdenka	 	 	 	10.1016/j.fob.2015.03.002	 	 	 	 	 	FEBS Open Bio	 	 	 	 	226-39	 	 	 	A generalised enzyme kinetic model for predicting the behaviour of complex biochemical systems	 		5	2015
machado2015modeling	 	 	Machado, Daniel  and Herrg$\aa$rd, Markus J.  and Rocha, Isabel	 	 	 	10.3389/fbioe.2015.00154	 	 	 	 	 	Frontiers in Bioengineering and Biotechnology	 	 	 	 	 	Frontiers Media SA	 	 	Modeling the contribution of allosteric regulation for flux control in the central carbon metabolism of {E}. coli	 		3	2015
knoop2015computational	 	 	Knoop, Henning  and Steuer, Ralf	 	 	 	10.3389/fbioe.2015.00047	 	 	 	 	 	Frontiers in Bioengineering and Biotechnology	 	 	 	 	 	Frontiers Media SA	 	 	A computational analysis of stoichiometric constraints and trade-offs in cyanobacterial biofuel production	 		3	2015
sun2015challenges	 	 	Sun, Xiaoliang  and L\"{a}nger, Bettina  and Weckwerth, Wolfram	 	 	 	10.3389/fbioe.2015.00188	 	 	 	 	 	Frontiers in Bioengineering and Biotechnology	 	 	 	 	 	Frontiers Media SA	 	 	Challenges of Inversely Estimating Jacobian from Metabolomics Data	 		3	2015
hucka2015promoting	Switzerland	 	Hucka, Michael  and Nickerson, David P.  and Bader, Gary D.  and Bergmann, Frank T.  and Cooper, Jonathan  and Demir, Emek  and Garny, Alan  and Golebiewski, Martin  and Myers, Chris J.  and Schreiber, Falk  and Waltemath, Dagmar  and Le Nov\`{e}re, Nicolas	 	 	 	10.3389/fbioe.2015.00019	 	 	 	 	 	Frontiers in Bioengineering and Biotechnology	 	 	 	 	19	 	 	 	Promoting Coordinated Development of Community-Based Information Standards for Modeling in Biology: The {COMBINE} Initiative	 		3	2015
hill2015metabolomics	Switzerland	 	Hill, Camilla Beate  and Czauderna, Tobias  and Klapperst\"{u}ck, Matthias  and Roessner, Ute  and Schreiber, Falk	 	 	 	10.3389/fbioe.2015.00167	 	 	 	 	 	Frontiers in Bioengineering and Biotechnology	 	 	 	 	167	 	 	 	Metabolomics, Standards, and Metabolic Modeling for Synthetic Biology in Plants	 		3	2015
stanford2015robokod	Switzerland	 	Stanford, Natalie J.  and Millard, Pierre  and Swainston, Neil	 	 	 	10.3389/fcell.2015.00017	 	 	 	 	 	Frontiers in Cell and Developmental Biology	 	 	 	 	17	 	 	 	RobOKoD: microbial strain design for (over)production of target compounds	 		3	2015
hillje2015neural	 	 	Hillje, Anna-Lena -. L. and Beckmann, Elisabeth  and Pavlou, Maria AS  and Jaeger, Christian  and Pacheco, Maria P.  and Sauter, Thomas  and Schwamborn, Jens {C}.  and Lewejohann, Lars	 	 	 	10.3389/fncel.2015.00075	 	 	 	 	 	Frontiers in Cellular Neuroscience	 	 	 	 	75	Frontiers Media SA	 	 	The neural stem cell fate determinant TRIM32 regulates complex behavioral traits	 		9	2015
brown2015principles	 	 	Brown, Sherry-Ann -. A.	 	 	 	10.3389/fgene.2015.00365	 	 	 	 	 	Frontiers in Genetics	 	 	 	 	 	Frontiers Media SA	 	 	Principles for Developing Patient Avatars in Precision and Systems Medicine	 		6	2015
allison2015goals	Switzerland	 	Allison, David B.  and Bassaganya-Riera, Josep  and Burlingame, Barbara  and Brown, Andrew W.  and le Coutre, Johannes  and Dickson, Suzanne L.  and van Eden, Willem  and Garssen, Johan  and Hontecillas, Raquel  and Khoo, Chor San H.  and Knorr, Dietrich  and Kussmann, Martin  and Magistretti, Pierre J.  and Mehta, Tapan  and Meule, Adrian  and Rychlik, Michael  and V\"{o}gele, Claus	 	 	 	10.3389/fnut.2015.00026	 	 	 	 	 	Frontiers in Nutrition	 	 	 	 	26	 	 	 	Goals in Nutrition Science 2015-2020	 		2	2015
mckeever2015the	 	 	McKeever, Steve  and Johnson, David	 	 	 	10.3389/fphys.2015.00152	 	 	 	 	 	Frontiers in Physiology	May	 	 	 	 	Frontiers Media SA	 	 	The role of markup for enabling interoperability in health informatics	 		6	2015
pacheco2015benchmarking	 	 	Pacheco, Maria P.  and Pfau, Thomas  and Sauter, Thomas	 	 	 	10.3389/fphys.2015.00410	 	 	 	 	 	Frontiers in Physiology	 	 	 	 	 	Frontiers Media SA	 	 	Benchmarking procedures for high-throughput context specific reconstruction algorithms	 		6	2015
de2015open	 	 	De Bono, Bernard  and Safaei, Soroush  and Grenon, Pierre  and Nickerson, David P.  and Alexander, Samuel  and Helvensteijn, Michiel  and Kok, Joost N.  and Kokash, Natallia  and Wu, Alan  and Yu, Tommy	 	 	 	10.3389/fphys.2015.00024	 	 	 	 	 	Frontiers in Physiology	 	 	 	 	 	Frontiers Media SA	 	 	The Open Physiology workflow: modeling processes over physiology circuitboards of interoperable tissue units	 		6	2015
yoshiyuki2015databases	 	 	Yoshiyuki Asai, Takeshi Abe, Li Li, Hideki Oka, Taishin Nomura, Hiroaki Kitano	 	 	 	10.3389/fphys.2015.00251	 	 	 	 	 	Frontiers in Physiology	 	 	 	 	 	Frontiers Media SA	 	 	Databases for multilevel biophysiology research available at Physiome.jp	 		6	2015
garny2015opencor	Switzerland	 	Garny, Alan  and Hunter, Peter J.	 	 	 	10.3389/fphys.2015.00026	 	 	 	 	 	Frontiers in Physiology	 	 	 	 	26	 	 	 	OpenCOR: a modular and interoperable approach to computational biology	 		6	2015
sumiyoshi2015acceleration	Switzerland	 	Sumiyoshi, Kei  and Hirata, Kazuki  and Hiroi, Noriko  and Funahashi, Akira	 	 	 	10.3389/fphys.2015.00042	 	 	 	 	 	Frontiers in Physiology	 	 	 	 	42	 	 	 	Acceleration of discrete stochastic biochemical simulation using GPGPU	 		6	2015
